模型,检查点,层类型/阶段,算子名称,执行阶段,数据精度,测量类型,算子规模/shape,latency_us,TFLOPS/带宽,sglang入口/调度,底层Kernel/库,后端/实现,测试来源/状态,备注/缺口/发现
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Prefill,BF16,sweep,"[512,7168]",52.27,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[prefill_M=512] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Prefill,BF16,sweep,"[1024,7168]",55.32,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[prefill_M=1024] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Prefill,BF16,sweep,"[2048,7168]",61.37,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[prefill_M=2048] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Prefill,BF16,sweep,"[4096,7168]",84.22,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[prefill_M=4096] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Prefill,BF16,sweep,"[8192,7168]",169.13,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[prefill_M=8192] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Prefill,BF16,sweep,"[16384,7168]",336.59,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[prefill_M=16384] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Prefill,BF16,sweep,"[32768,7168]",622.9,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[prefill_M=32768] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,reference,"[16,7168]",49.77,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,fused_add_rmsnorm,microbench (kernel-harness),[=ref] 补测; ~49us decode 为启动开销地板(M=16)，非算子瓶颈 || sweep decode_B[1..256]: 49–51us (见kimi_k27_sweeps.csv) | 备选:-
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,sweep,"[1,7168]",49.24,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[decode_B=1] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,sweep,"[2,7168]",49.75,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[decode_B=2] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,sweep,"[4,7168]",49.63,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[decode_B=4] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,sweep,"[8,7168]",49.58,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[decode_B=8] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,sweep,"[16,7168]",49.97,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[decode_B=16] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,sweep,"[32,7168]",49.99,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[decode_B=32] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,sweep,"[64,7168]",50.03,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[decode_B=64] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,sweep,"[128,7168]",49.6,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[decode_B=128] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Fused add+RMSNorm,Decode,BF16,sweep,"[256,7168]",50.84,,input_layernorm / post_attention_layernorm,sgl_kernel.fused_add_rmsnorm,sgl_kernel.fused_add_rmsnorm,microbench (kernel-harness),[decode_B=256] sweep op=Fused add+RMSNorm
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Prefill,FP32,reference,"[16384,384] topk=8",79.08,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,"kimi_k2_moe_fused_gate (Kimi专用, sigmoid+biased topk)",microbench (kernel-harness),[=ref] 补测: Kimi专用路由核; num_expert_group=1 | 备选:moe_fused_gate / biased_grouped_topk
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,reference,"[16,384] topk=8",52.19,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,kimi_k2_moe_fused_gate,microbench (kernel-harness),[=ref] 补测; ~49us decode 为启动开销地板(M=16)，非算子瓶颈 || sweep decode_B[1..256]: 52–53us (见kimi_k27_sweeps.csv) | 备选:moe_fused_gate
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,"[1,384] topk=8",51.81,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,sgl_kernel.kimi_k2_moe_fused_gate,microbench (kernel-harness),[decode_B=1] sweep op=MoE Gate (fused)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,"[2,384] topk=8",51.87,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,sgl_kernel.kimi_k2_moe_fused_gate,microbench (kernel-harness),[decode_B=2] sweep op=MoE Gate (fused)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,"[4,384] topk=8",51.86,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,sgl_kernel.kimi_k2_moe_fused_gate,microbench (kernel-harness),[decode_B=4] sweep op=MoE Gate (fused)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,"[8,384] topk=8",51.84,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,sgl_kernel.kimi_k2_moe_fused_gate,microbench (kernel-harness),[decode_B=8] sweep op=MoE Gate (fused)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,"[16,384] topk=8",52.18,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,sgl_kernel.kimi_k2_moe_fused_gate,microbench (kernel-harness),[decode_B=16] sweep op=MoE Gate (fused)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,"[32,384] topk=8",52.11,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,sgl_kernel.kimi_k2_moe_fused_gate,microbench (kernel-harness),[decode_B=32] sweep op=MoE Gate (fused)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,"[64,384] topk=8",52.25,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,sgl_kernel.kimi_k2_moe_fused_gate,microbench (kernel-harness),[decode_B=64] sweep op=MoE Gate (fused)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,"[128,384] topk=8",52.25,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,sgl_kernel.kimi_k2_moe_fused_gate,microbench (kernel-harness),[decode_B=128] sweep op=MoE Gate (fused)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Gate (fused topk),Decode,FP32,sweep,"[256,384] topk=8",52.79,,mlp.gate -> topk,sgl_kernel.kimi_k2_moe_fused_gate,sgl_kernel.kimi_k2_moe_fused_gate,microbench (kernel-harness),[decode_B=256] sweep op=MoE Gate (fused)
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,reference,"[16384,4608]->[16384,2304]",146.58,,mlp.act_fn,sgl_kernel.silu_and_mul,silu_and_mul,microbench (kernel-harness),[=ref] 补测: dense FFN 激活 || sweep prefill_M[512..32768]: 51–245us (见kimi_k27_sweeps.csv) | 备选:silu_and_mul_contig_post_quant (融合量化)
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,"[512,4608]->[512,2304]",51.03,,mlp.act_fn,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,microbench (kernel-harness),[prefill_M=512] sweep op=SwiGLU dense
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,"[1024,4608]->[1024,2304]",52.32,,mlp.act_fn,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,microbench (kernel-harness),[prefill_M=1024] sweep op=SwiGLU dense
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,"[2048,4608]->[2048,2304]",54.99,,mlp.act_fn,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,microbench (kernel-harness),[prefill_M=2048] sweep op=SwiGLU dense
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,"[4096,4608]->[4096,2304]",60.31,,mlp.act_fn,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,microbench (kernel-harness),[prefill_M=4096] sweep op=SwiGLU dense
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,"[8192,4608]->[8192,2304]",74.19,,mlp.act_fn,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,microbench (kernel-harness),[prefill_M=8192] sweep op=SwiGLU dense
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,"[16384,4608]->[16384,2304]",148.21,,mlp.act_fn,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,microbench (kernel-harness),[prefill_M=16384] sweep op=SwiGLU dense
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,SwiGLU act (dense),Prefill,BF16,sweep,"[32768,4608]->[32768,2304]",244.91,,mlp.act_fn,sgl_kernel.silu_and_mul,sgl_kernel.silu_and_mul,microbench (kernel-harness),[prefill_M=32768] sweep op=SwiGLU dense
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,SwiGLU act (dense),Decode,BF16,reference,"[16,4608]->[16,2304]",49.89,,mlp.act_fn,sgl_kernel.silu_and_mul,silu_and_mul,microbench (kernel-harness),[=ref] 补测; ~49us decode 为启动开销地板(M=16)，非算子瓶颈 | 备选:-
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,SwiGLU act (moe grouped),Prefill,BF16,reference,"[196608,512]->[196608,256]",445.74,,experts.act_fn,sgl_kernel.silu_and_mul,silu_and_mul,microbench (kernel-harness),[=ref] 补测: MoE 专家激活 (m_sum=384x512) | 备选:silu_and_mul_masked_post_quant_fwd
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,SwiGLU act (moe masked),Decode,BF16,reference,"[1024,2048]->[1024,1024]",50.86,,experts.act_fn,sgl_kernel.silu_and_mul,silu_and_mul_masked_post_quant_fwd,microbench (kernel-harness),[=ref] 补测; masked padded; ~49us decode 为启动开销地板(M=16)，非算子瓶颈 | 备选:-
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,reference,"[16384,7168] group=128",158.04,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,"per_token_group_quant_fp8 (UE8M0, col-major)",microbench (kernel-harness),[=ref] 补测: 每个FP8 GEMM前的激活量化(不含在GEMM计时内) || sweep prefill_M[512..32768]: 51–269us (见kimi_k27_sweeps.csv) || 发现: 每个FP8 GEMM前都跑；不含在round-1 GEMM计时内，真实op≈quant+GEMM | 备选:scaled_fp8_quant
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,"[512,7168] group=128",50.58,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,sglang_per_token_group_quant_fp8 (UE8M0),microbench (kernel-harness),[prefill_M=512] sweep op=Act FP8 quant
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,"[1024,7168] group=128",52.84,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,sglang_per_token_group_quant_fp8 (UE8M0),microbench (kernel-harness),[prefill_M=1024] sweep op=Act FP8 quant
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,"[2048,7168] group=128",56.67,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,sglang_per_token_group_quant_fp8 (UE8M0),microbench (kernel-harness),[prefill_M=2048] sweep op=Act FP8 quant
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,"[4096,7168] group=128",64.15,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,sglang_per_token_group_quant_fp8 (UE8M0),microbench (kernel-harness),[prefill_M=4096] sweep op=Act FP8 quant
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,"[8192,7168] group=128",79.53,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,sglang_per_token_group_quant_fp8 (UE8M0),microbench (kernel-harness),[prefill_M=8192] sweep op=Act FP8 quant
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,"[16384,7168] group=128",159.46,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,sglang_per_token_group_quant_fp8 (UE8M0),microbench (kernel-harness),[prefill_M=16384] sweep op=Act FP8 quant
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Act FP8 quant (hidden),Prefill,BF16->FP8,sweep,"[32768,7168] group=128",268.9,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,sglang_per_token_group_quant_fp8 (UE8M0),microbench (kernel-harness),[prefill_M=32768] sweep op=Act FP8 quant
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,Act FP8 quant (hidden),Decode,BF16->FP8,reference,"[16,7168] group=128",48.99,,(pre-GEMM 量化),sglang_per_token_group_quant_fp8,per_token_group_quant_fp8,microbench (kernel-harness),[=ref] 补测; decode每步都跑; ~49us decode 为启动开销地板(M=16)，非算子瓶颈 | 备选:scaled_fp8_quant
Kimi-K2.7,moonshotai/Kimi-K2.7,dense_ffn,Act FP8 quant (dense-down-in),Decode,BF16->FP8,reference,"[16,2304] group=128",48.99,,(down_proj 前量化),sglang_per_token_group_quant_fp8,per_token_group_quant_fp8,microbench (kernel-harness),[=ref] 补测; ~49us decode 为启动开销地板(M=16)，非算子瓶颈 | 备选:-
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,reference,"[16384,8,7168]->[16384,7168]",1233.41,,experts (topk 加权求和),sgl_kernel.moe_sum,moe_sum,microbench (kernel-harness),[=ref] 补测: top-8 专家输出加权归约 + 共享/routed_scaling || sweep prefill_M[512..32768]: 64–2779us (见kimi_k27_sweeps.csv) || 发现: prefill每token代价最陡(32k=2779us)，主要prefill优化目标 | 备选:moe_sum_reduce_triton / torch.compile
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,"[512,8,7168]->[512,7168]",63.91,,experts (topk 加权求和),sgl_kernel.moe_sum,sgl_kernel.moe_sum,microbench (kernel-harness),[prefill_M=512] sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,"[1024,8,7168]->[1024,7168]",85.38,,experts (topk 加权求和),sgl_kernel.moe_sum,sgl_kernel.moe_sum,microbench (kernel-harness),[prefill_M=1024] sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,"[2048,8,7168]->[2048,7168]",168.8,,experts (topk 加权求和),sgl_kernel.moe_sum,sgl_kernel.moe_sum,microbench (kernel-harness),[prefill_M=2048] sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,"[4096,8,7168]->[4096,7168]",336.08,,experts (topk 加权求和),sgl_kernel.moe_sum,sgl_kernel.moe_sum,microbench (kernel-harness),[prefill_M=4096] sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,"[8192,8,7168]->[8192,7168]",619.28,,experts (topk 加权求和),sgl_kernel.moe_sum,sgl_kernel.moe_sum,microbench (kernel-harness),[prefill_M=8192] sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,"[16384,8,7168]->[16384,7168]",1235.82,,experts (topk 加权求和),sgl_kernel.moe_sum,sgl_kernel.moe_sum,microbench (kernel-harness),[prefill_M=16384] sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Combine (moe_sum),Prefill,BF16,sweep,"[32768,8,7168]->[32768,7168]",2778.94,,experts (topk 加权求和),sgl_kernel.moe_sum,sgl_kernel.moe_sum,microbench (kernel-harness),[prefill_M=32768] sweep op=MoE Combine (moe_sum)
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,MoE Combine (moe_sum),Decode,BF16,reference,"[16,8,7168]->[16,7168]",50.86,,experts (topk 加权求和),sgl_kernel.moe_sum,moe_sum,microbench (kernel-harness),[=ref] 补测; ~49us decode 为启动开销地板(M=16)，非算子瓶颈 | 备选:moe_sum_reduce
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,reference,"[16,64,128]x[64,128,512]",50.25,2.67,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[=ref] 修正: CSV原行用H=8; DP decode 实为全部64头 (~8x) || sweep decode_B[1..256]: 50–54us (见kimi_k27_sweeps.csv) | 备选:sgl_kernel.bmm_fp8
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,"[1,64,128]x[64,128,512]",50.25,0.17,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[decode_B=1] sweep op=KV_b absorb BMM H=64
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,"[2,64,128]x[64,128,512]",50.3,0.33,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[decode_B=2] sweep op=KV_b absorb BMM H=64
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,"[4,64,128]x[64,128,512]",50.31,0.67,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[decode_B=4] sweep op=KV_b absorb BMM H=64
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,"[8,64,128]x[64,128,512]",50.18,1.34,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[decode_B=8] sweep op=KV_b absorb BMM H=64
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,"[16,64,128]x[64,128,512]",50.41,2.66,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[decode_B=16] sweep op=KV_b absorb BMM H=64
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,"[32,64,128]x[64,128,512]",51.07,5.26,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[decode_B=32] sweep op=KV_b absorb BMM H=64
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,"[64,64,128]x[64,128,512]",50.8,10.57,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[decode_B=64] sweep op=KV_b absorb BMM H=64
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,"[128,64,128]x[64,128,512]",51.69,20.77,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[decode_B=128] sweep op=KV_b absorb BMM H=64
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,KV_b absorb BMM (H=64),Decode,BF16,sweep,"[256,64,128]x[64,128,512]",53.5,40.14,w_kc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[decode_B=256] sweep op=KV_b absorb BMM H=64
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,V absorb BMM (H=64),Decode,BF16,reference,"[16,64,512]x[64,512,128]",50.29,2.67,w_vc (from kv_b),torch.bmm,torch.bmm bf16,microbench (kernel-harness),[=ref] 修正: CSV原行用H=8; DP decode 实为全部64头 (~8x) | 备选:sgl_kernel.bmm_fp8
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,FUSION: RMSNorm+FP8量化,both,BF16→FP8,fusion_opportunity,fused_add_rmsnorm ⊕ per_token_group_quant_fp8,158,,forward_mla.py:231 / layernorm.py,(拟建) fused RMSNorm+fp8 quant,AMD参考: fused_rms_fp8_group_quant,microbench (kernel-harness),[=T1] norm出bf16后每个FP8 GEMM前单独量化; 融合省1核+1次hidden往返; 最大最稳收益 | 备选:Med
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,FUSION: moe_sum+routed_scaling+shared_add,both(prefill重),BF16,fusion_opportunity,moe_sum ⊕ x.add_(scaling) ⊕ shared_output add,1233,,deepseek_v2.py:1548-1560,(拟建) moe_sum epilogue融合,sgl_kernel.moe_sum(现),microbench (kernel-harness),[=T1] combine后另有2次elementwise pass; 折入moe_sum尾声; prefill每token代价最陡 | 备选:Med
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,FUSION: q_a+kv_a 双RMSNorm,both,BF16,fusion_opportunity,q_a_layernorm(1536) ⊕ kv_a_layernorm(512),50,,forward_mla.py:231-232,(拟建) dual-RMSNorm,AMD参考: fused_qk_rmsnorm_bf16,microbench (kernel-harness),[=T2] CUDA上是2次rmsnorm(仅stream overlap); 合1核; 与#1合成 norm+quant 单核 | 备选:Low-Med
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,FUSION: RoPE+KV cache写入,both,BF16,fusion_opportunity,rotary_emb ⊕ set_kv_buffer,49,,forward_mla.py:418,"fused_qk_rope_reshape_and_cache(已有,未接线)",现: rope与set_kv_buffer分离,microbench (kernel-harness),"[=T2] 该核已存在但未接入CUDA forward_mla; trtllm decode已内融rope+quant, 本项针对prefill | 备选:Med"
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,FUSION: K路 norm+RoPE,prefill,BF16,fusion_opportunity,kv_a_layernorm(k_nope) ⊕ rope(k_pe),54,,forward_mla.py,"fused_qk_norm_rope(已有,未用)",现: 分离,microbench (kernel-harness),[=T2] K侧相邻可融; Q侧被q_b_proj GEMM隔开只能部分 | 备选:Med(部分)
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,"FUSION: 吸收BMM对(w_kc,w_vc)",decode,BF16,fusion_opportunity,torch.bmm(w_kc) ⊕ torch.bmm(w_vc),50,,forward_mla.py:372-397,(拟建) batched/grouped BMM 或并入attn epilogue,bmm_fp8(量化变体已有),microbench (kernel-harness),[=T3] 两次bmm夹注意力核; 合并省launch; 正确性敏感 | 备选:High
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,FUSION: gate GEMM+topk 协同,decode,BF16/FP32,fusion_opportunity,mlp.gate GEMM ⊕ kimi_k2_moe_fused_gate,110,,deepseek_v2.py:354,(拟建) gemm+topk epilogue,现: 背靠背两核,microbench (kernel-harness),[=T3] 58+52us 背靠背小核; decode launch-bound only | 备选:Low
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,FUSED: Q_a+KV_a 投影,both,FP8 W8A8,fusion_opportunity,Q_a proj ⊕ KV_a proj ⊕ mqa,,,deepseek_v2.py,fused_qkv_a_proj_with_mqa,单GEMM,microbench (kernel-harness),"[=已融合] 现状: 已融合, 勿重复提 | 备选:-"
Kimi-K2.7,moonshotai/Kimi-K2.7,all_layers,FUSED: 残差add+RMSNorm,both,BF16,fusion_opportunity,residual add ⊕ rmsnorm,,,layernorm.py,fused_add_rmsnorm,-,microbench (kernel-harness),[=已融合] 现状: 已融合 | 备选:-
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,FUSED: 路由 gate+sigmoid+biased topk,both,FP32,fusion_opportunity,sigmoid ⊕ biased grouped topk,,,topk.py,kimi_k2_moe_fused_gate,Kimi专用,microbench (kernel-harness),[=已融合] 现状: 已融合 | 备选:-
Kimi-K2.7,moonshotai/Kimi-K2.7,moe,FUSED: SwiGLU+FP8量化(down输入),both,BF16→FP8,fusion_opportunity,silu_and_mul ⊕ per-token fp8 quant,,,deepseek_v2.py:336,silu_and_mul_contig/masked_post_quant,-,microbench (kernel-harness),[=已融合] 现状: 已融合(act+quant) | 备选:-
Kimi-K2.7,moonshotai/Kimi-K2.7,mla,FUSED: 最小延迟 fused-a (M≤16),decode,BF16,fusion_opportunity,Q_a/KV_a fused-a GEMM,,,deepseek_v2.py:1485,dsv3_fused_a_gemm,-,microbench (kernel-harness),[=已融合] 现状: 已融合 | 备选:-
